Gene stable ID	Transcript stable ID	Protein stable ID	UCSC Stable ID
ENSG00000166206	ENST00000635994	ENSP00000489940	uc285mhn.1
ENSG00000104885	ENST00000457590	ENSP00000407411	uc060ris.1
ENSG00000166206	ENST00000636466	ENSP00000489768	uc285mho.1
ENSG00000166206	ENST00000638099	ENSP00000490678	uc285mhp.1
ENSG00000267122	ENST00000585593		uc002lvd.1
ENSG00000166206	ENST00000400188	ENSP00000383049	uc021sgg.3
ENSG00000232070	ENST00000418511	ENSP00000453962	uc010tlo.2
ENSG00000166206	ENST00000555632	ENSP00000452041	uc059gxa.1
ENSG00000232070	ENST00000554329	ENSP00000453121	uc058yzv.1
ENSG00000081307	ENST00000264991	ENSP00000264991	uc010htr.4
ENSG00000166206	ENST00000555094		uc059gxb.1
ENSG00000232070	ENST00000554844		uc058yzw.1
ENSG00000166206	ENST00000545868	ENSP00000439169	uc059gxc.1
ENSG00000081307	ENST00000480955		uc010hts.1
ENSG00000232070	ENST00000556585	ENSP00000451229	uc058yzx.2
ENSG00000166206	ENST00000637293		uc285mhq.1
ENSG00000232070	ENST00000555314		uc058yzy.1
ENSG00000166206	ENST00000554556	ENSP00000451077	uc059gxe.1
ENSG00000232070	ENST00000553744		uc058zaa.1
ENSG00000166206	ENST00000557765		uc059gxf.1
ENSG00000166206	ENST00000638149		uc285mhr.1
ENSG00000259003	ENST00000557595		uc058zhl.1
ENSG00000166206	ENST00000636512		uc285mhs.1
ENSG00000259003	ENST00000688807		uc315piu.1
ENSG00000157214	ENST00000287908	ENSP00000287908	uc003ujz.4
ENSG00000166206	ENST00000636690		uc285mht.1
ENSG00000081307	ENST00000493720	ENSP00000417879	uc062nxp.1
ENSG00000259003	ENST00000685317		uc315kei.1
ENSG00000151348	ENST00000682993	ENSP00000507580	uc289epr.1
ENSG00000166206	ENST00000621499		uc059gxg.1
ENSG00000081307	ENST00000683741	ENSP00000507396	uc289fsl.1
ENSG00000151348	ENST00000684533	ENSP00000507915	uc289gwx.1
ENSG00000251002	ENST00000514473		uc001wds.1
ENSG00000166206	ENST00000556636	ENSP00000452159	uc059gxh.1
ENSG00000081307	ENST00000468022	ENSP00000418569	uc062nxq.1
ENSG00000157214	ENST00000394621	ENSP00000378119	uc010len.4
ENSG00000151348	ENST00000683000	ENSP00000508361	uc289epy.1
ENSG00000081307	ENST00000356232	ENSP00000348565	uc003epa.7
ENSG00000251002	ENST00000545498		uc058zeu.1
ENSG00000166206	ENST00000556166		uc001zbc.4
ENSG00000160932	ENST00000520466	ENSP00000428572	uc064qwf.1
ENSG00000081307	ENST00000464101		uc062nxr.1
ENSG00000081307	ENST00000473651	ENSP00000424984	uc062nxs.1
ENSG00000166206	ENST00000557641		uc059gxj.1
ENSG00000166206	ENST00000554722		uc059gxk.1
ENSG00000166206	ENST00000637226		uc285mhu.1
ENSG00000081307	ENST00000494238	ENSP00000418807	uc003epb.5
ENSG00000166206	ENST00000637893		uc285mhv.1
ENSG00000151348	ENST00000395673	ENSP00000379032	uc001mya.5
ENSG00000278840	ENST00000621819		uc059gxd.1
ENSG00000160932	ENST00000521003	ENSP00000428169	uc064qwg.1
ENSG00000157214	ENST00000394626	ENSP00000378123	uc003uka.4
ENSG00000081307	ENST00000505777	ENSP00000427233	uc062nxt.1
ENSG00000235518	ENST00000451816		uc059gxi.1
ENSG00000081307	ENST00000464068	ENSP00000420055	uc062nxu.1
ENSG00000251002	ENST00000541008		uc058zev.2
ENSG00000160932	ENST00000522528	ENSP00000428365	uc064qwh.1
ENSG00000081307	ENST00000489361	ENSP00000417905	uc062nxv.1
ENSG00000242793	ENST00000478962		uc286lco.1
ENSG00000160932	ENST00000292494	ENSP00000292494	uc003yxm.4
ENSG00000157214	ENST00000394622	ENSP00000378120	uc003ukb.4
ENSG00000104886	ENST00000587394	ENSP00000464955	uc060riu.1
ENSG00000251002	ENST00000545670		uc058zew.1
ENSG00000179583	ENST00000618207	ENSP00000484761	uc010bup.3
ENSG00000157214	ENST00000394632	ENSP00000378128	uc003ukc.4
ENSG00000013375	ENST00000698599	ENSP00000513827	uc316brm.1
ENSG00000251002	ENST00000690801		uc315shm.1
ENSG00000151348	ENST00000684039	ENSP00000507677	uc289gdx.1
ENSG00000160932	ENST00000522971	ENSP00000428159	uc064qwi.1
ENSG00000081307	ENST00000468227		uc062nxw.1
ENSG00000251002	ENST00000537850		uc058zez.2
ENSG00000104886	ENST00000587962	ENSP00000468441	uc060riv.1
ENSG00000013375	ENST00000698600	ENSP00000513828	uc316brn.1
ENSG00000251002	ENST00000556777		uc058zfi.2
ENSG00000160932	ENST00000519611	ENSP00000430796	uc064qwj.1
ENSG00000157214	ENST00000426158	ENSP00000415931	uc064fds.1
ENSG00000081307	ENST00000469158		uc062nxx.1
ENSG00000251002	ENST00000690364		uc315rqr.1
ENSG00000104886	ENST00000591099	ENSP00000468257	uc060riw.1
ENSG00000157214	ENST00000402625	ENSP00000384191	uc064fdt.1
ENSG00000151348	ENST00000682815	ENSP00000507234	uc289eiv.1
ENSG00000251002	ENST00000656379		uc287opu.1
ENSG00000081307	ENST00000494112		uc062nxy.1
ENSG00000013375	ENST00000698601	ENSP00000513829	uc316bro.1
ENSG00000160932	ENST00000521182	ENSP00000430770	uc064qwk.1
ENSG00000251002	ENST00000653737		uc287ksz.1
ENSG00000151348	ENST00000682359	ENSP00000508226	uc289drh.1
ENSG00000013375	ENST00000698602	ENSP00000513830	uc316brp.1
ENSG00000232535	ENST00000394191	ENSP00000476186	uc062lvc.2
ENSG00000251002	ENST00000655336		uc287nby.1
ENSG00000104886	ENST00000326631	ENSP00000318075	uc060riy.2
ENSG00000251002	ENST00000668212		uc288fzj.1
ENSG00000151348	ENST00000533608	ENSP00000431173	uc001mxz.6
ENSG00000157214	ENST00000394629	ENSP00000378125	uc003ukd.4
ENSG00000013375	ENST00000698603	ENSP00000513831	uc316brq.1
ENSG00000160932	ENST00000519546	ENSP00000428467	uc064qwl.1
ENSG00000251002	ENST00000684803		uc315jko.1
ENSG00000251002	ENST00000655085		uc287msi.2
ENSG00000160932	ENST00000523847	ENSP00000430700	uc064qwm.1
ENSG00000013375	ENST00000504780	ENSP00000421154	uc063pug.2
ENSG00000251002	ENST00000692823		uc315vhj.1
ENSG00000157214	ENST00000482369		uc064fdu.1
ENSG00000251002	ENST00000687763		uc315nun.1
ENSG00000160932	ENST00000522024	ENSP00000428442	uc064qwn.1
ENSG00000104886	ENST00000588450		uc060rix.1
ENSG00000251002	ENST00000535351		uc058zex.2
ENSG00000151348	ENST00000358681	ENSP00000351509	uc009ykt.4
ENSG00000231397	ENST00000427009		uc287bmu.1
ENSG00000160932	ENST00000519615		uc064qwo.1
ENSG00000251002	ENST00000690438		uc315rtn.1
ENSG00000117385	ENST00000397054	ENSP00000380245	uc001chw.2
ENSG00000104886	ENST00000589097	ENSP00000465391	uc002lvf.3
ENSG00000215311	ENST00000423757		uc287bmv.1
ENSG00000258517	ENST00000553621		uc059cye.1
ENSG00000228151	ENST00000417506		uc064jai.1
ENSG00000258517	ENST00000688471		uc315ovu.1
ENSG00000013375	ENST00000513973	ENSP00000424874	uc003pju.4
ENSG00000261842	ENST00000568729		uc064jaj.1
ENSG00000224721	ENST00000455232		uc059doe.1
ENSG00000013375	ENST00000698604	ENSP00000513832	uc316brr.1
ENSG00000224721	ENST00000693551		uc315wjj.1
ENSG00000013375	ENST00000698605	ENSP00000513833	uc316brs.1
ENSG00000205562	ENST00000669085		uc288hgv.2
ENSG00000151348	ENST00000531161		uc058aqm.2
ENSG00000013375	ENST00000698524	ENSP00000513773	uc316boq.1
ENSG00000151348	ENST00000683870	ENSP00000507922	uc289fxk.1
ENSG00000205562	ENST00000380722		uc001xvq.2
ENSG00000205562	ENST00000658182		uc287rgg.1
ENSG00000013375	ENST00000698606		uc316brt.1
ENSG00000151348	ENST00000684124	ENSP00000508332	uc289ghe.1
ENSG00000205562	ENST00000687035		uc315msn.1
ENSG00000205562	ENST00000687276		uc315nbu.1
ENSG00000013375	ENST00000698607	ENSP00000513834	uc316bru.1
ENSG00000151348	ENST00000343631	ENSP00000342656	uc058aqk.2
ENSG00000252424	ENST00000516615		uc059bfd.1
ENSG00000104886	ENST00000589791		uc031rix.2
ENSG00000104886	ENST00000588633		uc060riz.1
ENSG00000013375	ENST00000512866	ENSP00000421565	uc021zcd.2
ENSG00000151348	ENST00000682711	ENSP00000506803	uc289eev.1
ENSG00000104886	ENST00000588545		uc060rja.1
ENSG00000196453	ENST00000247930	ENSP00000247930	uc003wfv.5
ENSG00000104886	ENST00000586608	ENSP00000464924	uc060rjb.1
ENSG00000104886	ENST00000585423		uc060rjc.1
ENSG00000151348	ENST00000683881		uc289fxv.1
ENSG00000177575	ENST00000359156	ENSP00000352071	uc001qsz.4
ENSG00000104886	ENST00000586497		uc060rjd.1
ENSG00000151348	ENST00000682947		uc289enx.1
ENSG00000151348	ENST00000683299		uc289fbl.1
ENSG00000177335	ENST00000517653		uc003yxr.2
ENSG00000104886	ENST00000588356		uc060rje.1
ENSG00000221411	ENST00000408484		uc021umq.1
ENSG00000177335	ENST00000523099		uc064qwq.3
ENSG00000284129	ENST00000619892		uc032hji.1
ENSG00000151348	ENST00000529186		uc058aql.1
ENSG00000177335	ENST00000685395		uc315khi.1
ENSG00000177335	ENST00000689572		uc315qmg.2
ENSG00000151348	ENST00000525559		uc058aqn.1
ENSG00000151348	ENST00000534048		uc058aqo.1
ENSG00000151348	ENST00000683204		uc289exu.1
ENSG00000151348	ENST00000528159		uc058aqp.1
ENSG00000117385	ENST00000460031		uc057fjw.1
ENSG00000151348	ENST00000684437		uc289gtf.1
ENSG00000177575	ENST00000537044		uc058ktj.1
ENSG00000177575	ENST00000542705		uc058ktk.1
ENSG00000177335	ENST00000523766		uc064qwp.1
ENSG00000177575	ENST00000534848		uc058ktl.1
ENSG00000013375	ENST00000508748	ENSP00000424865	uc063puo.2
ENSG00000177335	ENST00000702083		uc316gpy.1
ENSG00000177575	ENST00000542280	ENSP00000445438	uc058ktm.1
ENSG00000117385	ENST00000296388	ENSP00000296388	uc001chv.4
ENSG00000177335	ENST00000524181		uc003yxq.2
ENSG00000177575	ENST00000537626	ENSP00000439226	uc058ktn.1
ENSG00000177335	ENST00000702010		uc316gnf.1
ENSG00000181220	ENST00000644635	ENSP00000493970	uc286acg.1
ENSG00000013375	ENST00000698608	ENSP00000513835	uc316brv.1
ENSG00000013375	ENST00000698609	ENSP00000513836	uc316brw.1
ENSG00000177335	ENST00000395172		uc003yxp.2
ENSG00000013375	ENST00000698610	ENSP00000513837	uc316brx.1
ENSG00000117385	ENST00000236040	ENSP00000236040	uc001chx.5
ENSG00000166801	ENST00000528737	ENSP00000434435	uc001nno.4
ENSG00000177335	ENST00000520786		uc064qwt.2
ENSG00000177335	ENST00000665431		uc288bxc.1
ENSG00000013375	ENST00000698611		uc316bry.1
ENSG00000177575	ENST00000541972	ENSP00000444071	uc058kto.1
ENSG00000166801	ENST00000676459	ENSP00000501771	uc288qhk.1
ENSG00000181220	ENST00000340622	ENSP00000345140	uc003wfw.4
ENSG00000177335	ENST00000519775		uc064qwr.1
ENSG00000013375	ENST00000698612	ENSP00000513838	uc316brz.1
ENSG00000117385	ENST00000495874		uc057fjx.1
ENSG00000177335	ENST00000669519		uc288hxl.1
ENSG00000181220	ENST00000458143	ENSP00000395007	uc010lpi.4
ENSG00000013375	ENST00000650640	ENSP00000498423	uc287geq.1
ENSG00000166801	ENST00000532790		uc058bqy.1
ENSG00000181220	ENST00000685153	ENSP00000508891	uc315jya.1
ENSG00000177335	ENST00000622366		uc064qws.1
ENSG00000166801	ENST00000675163	ENSP00000501952	uc288oko.1
ENSG00000117385	ENST00000462474		uc057fjy.1
ENSG00000013375	ENST00000507554	ENSP00000425558	uc063pum.2
ENSG00000166801	ENST00000684135	ENSP00000508374	uc289ghp.1
ENSG00000177575	ENST00000396620	ENSP00000379863	uc009zfw.3
ENSG00000250115	ENST00000507976		uc287crr.1
ENSG00000117385	ENST00000472802		uc057fjz.1
ENSG00000181220	ENST00000471735		uc064jak.1
ENSG00000013375	ENST00000616566	ENSP00000477539	uc003pjw.5
ENSG00000177575	ENST00000432237	ENSP00000403885	uc001qta.5
ENSG00000166801	ENST00000531676		uc058bra.1
ENSG00000213741	ENST00000396020	ENSP00000379339	uc001wwl.5
ENSG00000166801	ENST00000682018	ENSP00000507215	uc289dee.1
ENSG00000243328	ENST00000485679		uc287crs.1
ENSG00000181220	ENST00000461958	ENSP00000420329	uc064jal.1
ENSG00000117385	ENST00000431412	ENSP00000408056	uc057fka.1
ENSG00000166801	ENST00000675806	ENSP00000501617	uc288pix.2
ENSG00000213741	ENST00000245458	ENSP00000245458	uc001wwm.6
ENSG00000013375	ENST00000698525	ENSP00000513774	uc316bor.1
ENSG00000177575	ENST00000538840		uc058ktp.1
ENSG00000166801	ENST00000529985	ENSP00000502754	uc058bqz.3
ENSG00000013375	ENST00000505470	ENSP00000423769	uc063pul.2
ENSG00000117385	ENST00000460831		uc057fkb.1
ENSG00000177575	ENST00000539632		uc058ktq.1
ENSG00000213741	ENST00000556230	ENSP00000495033	uc285ljd.1
ENSG00000166801	ENST00000676340	ENSP00000501909	uc288qcy.1
ENSG00000013375	ENST00000698613	ENSP00000513839	uc316bsa.1
ENSG00000255817	ENST00000535806		uc058qix.1
ENSG00000117385	ENST00000481465		uc057fkc.1
ENSG00000179583	ENST00000618327	ENSP00000485010	uc002daj.4
ENSG00000213741	ENST00000557367		uc059bfe.1
ENSG00000166801	ENST00000674617	ENSP00000501786	uc288nqe.1
ENSG00000013375	ENST00000698614	ENSP00000513840	uc316bsb.1
ENSG00000255629	ENST00000536455		uc058qja.1
ENSG00000213741	ENST00000557111	ENSP00000478117	uc059bff.1
ENSG00000117385	ENST00000447502		uc057fkd.1
ENSG00000013375	ENST00000698526	ENSP00000513775	uc316bos.1
ENSG00000179583	ENST00000324288	ENSP00000316328	uc002dai.7
ENSG00000213741	ENST00000554075	ENSP00000496485	uc059bfg.2
ENSG00000117385	ENST00000463465		uc057fke.1
ENSG00000213741	ENST00000557519	ENSP00000495688	uc059bfh.2
ENSG00000166801	ENST00000527629	ENSP00000436128	uc058brb.2
ENSG00000213741	ENST00000539688		uc059bfn.1
ENSG00000117385	ENST00000372526	ENSP00000361604	uc057fkf.1
ENSG00000013375	ENST00000283977	ENSP00000283977	uc063puh.2
ENSG00000244270	ENST00000497398		uc286kgh.1
ENSG00000013375	ENST00000651425	ENSP00000498986	uc287hin.1
ENSG00000276168	ENST00000618786		uc021rsp.2
ENSG00000117385	ENST00000492956		uc057fkg.1
ENSG00000252919	ENST00000517110		uc032bbd.2
ENSG00000013375	ENST00000651698	ENSP00000498398	uc287hsx.2
ENSG00000228452	ENST00000447572		uc057fkl.1
ENSG00000166801	ENST00000361723	ENSP00000355264	uc001nnq.4
ENSG00000013375	ENST00000650642	ENSP00000498516	uc287ges.1
ENSG00000166801	ENST00000531408	ENSP00000432821	uc058brc.2
ENSG00000013375	ENST00000651204	ENSP00000498912	uc287hab.2
ENSG00000179583	ENST00000381835	ENSP00000371257	uc002dak.5
ENSG00000013375	ENST00000652222	ENSP00000499141	uc287imz.2
ENSG00000166801	ENST00000529358		uc058brd.1
ENSG00000166801	ENST00000420244	ENSP00000406683	uc010rkq.4
ENSG00000166801	ENST00000533703	ENSP00000433154	uc058bre.1
ENSG00000166801	ENST00000531147	ENSP00000431631	uc058brf.1
ENSG00000013375	ENST00000506587	ENSP00000425809	uc011dyz.3
ENSG00000254900	ENST00000534169		uc057ysi.1
ENSG00000183735	ENST00000676654		uc288qox.1
ENSG00000013375	ENST00000698615	ENSP00000513841	uc316bsc.1
ENSG00000013375	ENST00000509219	ENSP00000423389	uc063pui.2
ENSG00000013375	ENST00000652468	ENSP00000499112	uc287iwk.1
ENSG00000013375	ENST00000698616		uc316bsd.1
ENSG00000135248	ENST00000485070	ENSP00000418192	uc003vnn.2
ENSG00000013375	ENST00000698617		uc316bse.1
ENSG00000013375	ENST00000698618	ENSP00000513842	uc316bsf.1
ENSG00000176956	ENST00000430474	ENSP00000409899	uc011lka.2
ENSG00000166441	ENST00000529227		uc057ysj.1
ENSG00000013375	ENST00000698619		uc316bsg.1
ENSG00000013375	ENST00000698620	ENSP00000513843	uc316bsh.1
ENSG00000135248	ENST00000484425	ENSP00000418591	uc064huz.1
ENSG00000013375	ENST00000507404		uc063puj.1
ENSG00000013375	ENST00000698621		uc316bsi.1
ENSG00000013375	ENST00000510258	ENSP00000427420	uc063puk.1
ENSG00000166441	ENST00000530585		uc057ysk.1
ENSG00000013375	ENST00000698622		uc316bsj.1
ENSG00000176956	ENST00000479685		uc064qwv.1
ENSG00000013375	ENST00000698623		uc316bsk.1
ENSG00000013375	ENST00000605602	ENSP00000474029	uc063pun.1
ENSG00000013375	ENST00000503094	ENSP00000422362	uc063pup.1
ENSG00000135248	ENST00000493738		uc064hva.1
ENSG00000013375	ENST00000515333		uc063puq.1
ENSG00000104897	ENST00000221494	ENSP00000221494	uc002lvg.5
ENSG00000135248	ENST00000469348		uc064hvb.1
ENSG00000176956	ENST00000414417	ENSP00000399485	uc011lkc.3
ENSG00000186297	ENST00000355395	ENSP00000347557	uc059gxl.1
ENSG00000165501	ENST00000318317	ENSP00000315628	uc001wwo.4
ENSG00000104897	ENST00000589118		uc060rjf.1
ENSG00000176956	ENST00000615409	ENSP00000480084	uc064qww.1
ENSG00000176956	ENST00000342752	ENSP00000342711	uc011lkb.4
ENSG00000165501	ENST00000554869	ENSP00000452355	uc059bfo.1
ENSG00000104897	ENST00000592839		uc060rjg.1
ENSG00000104897	ENST00000592314		uc060rjh.1
ENSG00000104897	ENST00000586396	ENSP00000466634	uc060rji.1
ENSG00000104897	ENST00000590034		uc060rjj.1
ENSG00000104897	ENST00000587637		uc060rjk.1
ENSG00000104899	ENST00000592877		uc060rjl.1
ENSG00000135248	ENST00000471558	ENSP00000418672	uc064hvd.1
ENSG00000186297	ENST00000335625	ENSP00000335592	uc001zbd.4
ENSG00000277494	ENST00000622500	ENSP00000480053	uc033cbs.2
ENSG00000165501	ENST00000298288	ENSP00000298288	uc001wwn.4
ENSG00000186297	ENST00000555182	ENSP00000450653	uc059gxm.1
ENSG00000166441	ENST00000531978	ENSP00000433259	uc057ysl.1
ENSG00000186297	ENST00000557484		uc059gxn.1
ENSG00000135248	ENST00000315184	ENSP00000326652	uc003vno.3
ENSG00000135248	ENST00000621392	ENSP00000477573	uc064hvc.2
ENSG00000186297	ENST00000400081	ENSP00000382953	uc021sgi.2
ENSG00000166441	ENST00000524496	ENSP00000431849	uc057ysm.1
ENSG00000135248	ENST00000483459		uc064hve.1
ENSG00000135248	ENST00000466842	ENSP00000417930	uc064hvf.1
ENSG00000186297	ENST00000554038	ENSP00000451527	uc059gxo.1
ENSG00000104899	ENST00000221496	ENSP00000221496	uc002lvh.4
ENSG00000165501	ENST00000540712	ENSP00000439452	uc059bfp.1
ENSG00000137076	ENST00000314888	ENSP00000316029	uc003zxt.4
ENSG00000279525	ENST00000624998		uc064fnm.1
ENSG00000186297	ENST00000554596	ENSP00000450806	uc059gxp.1
ENSG00000181638	ENST00000520584	ENSP00000430465	uc064qwx.2
ENSG00000231170	ENST00000667350		uc288esk.1
ENSG00000165501	ENST00000557531		uc059bfq.1
ENSG00000186297	ENST00000557449		uc059gxq.1
ENSG00000231170	ENST00000669019		uc288heh.1
ENSG00000104899	ENST00000589313		uc060rjm.1
ENSG00000181638	ENST00000522233		uc064qwz.1
ENSG00000258568	ENST00000555758		uc286kgi.1
ENSG00000231170	ENST00000669024		uc288hem.1
ENSG00000284272	ENST00000592276		uc021umr.1
ENSG00000278009	ENST00000614802		uc286kgj.1
ENSG00000277759	ENST00000622428		uc032hxe.1
ENSG00000231170	ENST00000665332		uc288bth.1
ENSG00000186297	ENST00000555060	ENSP00000450932	uc059gxr.1
ENSG00000166441	ENST00000534599	ENSP00000435333	uc057ysn.1
ENSG00000001460	ENST00000337248	ENSP00000337461	uc001bjc.5
ENSG00000137076	ENST00000706939	ENSP00000516659	uc316vlo.1
ENSG00000231170	ENST00000668637		uc288gpr.1
ENSG00000186297	ENST00000554599	ENSP00000450717	uc059gxs.1
ENSG00000231170	ENST00000666870		uc288eab.1
ENSG00000001460	ENST00000374409	ENSP00000363530	uc001bjd.3
ENSG00000244255	ENST00000456570	ENSP00000410815	uc011dor.4
ENSG00000231170	ENST00000651203		uc287haa.1
ENSG00000181638	ENST00000330701	ENSP00000327427	uc064qwy.3
ENSG00000213921	ENST00000396841	ENSP00000380053	uc010xvg.3
ENSG00000231170	ENST00000416502		uc064fnr.1
ENSG00000165502	ENST00000298289	ENSP00000346012	uc001wwq.5
ENSG00000213921	ENST00000638280	ENSP00000491740	uc285ppv.2
ENSG00000231170	ENST00000432265		uc064fns.1
ENSG00000181638	ENST00000517702		uc064qxb.1
ENSG00000186297	ENST00000554083	ENSP00000450529	uc059gxt.1
ENSG00000231170	ENST00000663696		uc287ziv.1
ENSG00000166441	ENST00000532359	ENSP00000435081	uc057yso.1
ENSG00000137076	ENST00000489255		uc064syi.1
ENSG00000276445	ENST00000617916		uc060yne.1
ENSG00000231170	ENST00000653592		uc287knl.1
ENSG00000244255	ENST00000477310	ENSP00000418996	uc063nji.1
ENSG00000168282	ENST00000305386	ENSP00000307423	uc001wwr.5
ENSG00000231170	ENST00000668366		uc288gfh.1
ENSG00000259122	ENST00000557500		uc286lcp.1
ENSG00000264668	ENST00000522452	ENSP00000428966	uc064qxa.2
ENSG00000258377	ENST00000555043		uc059bfr.1
ENSG00000231170	ENST00000656676		uc287pbb.1
ENSG00000001460	ENST00000003583	ENSP00000003583	uc001bja.4
ENSG00000228740	ENST00000660679		uc287uxm.1
ENSG00000137076	ENST00000464379		uc064syj.1
ENSG00000022355	ENST00000638112	ENSP00000489839	uc285xta.1
ENSG00000231170	ENST00000668636		uc288gpq.1
ENSG00000137076	ENST00000466916		uc064syk.1
ENSG00000231170	ENST00000662949		uc287ygh.1
ENSG00000137076	ENST00000465002		uc064syl.1
ENSG00000250571	ENST00000519876		uc064qxc.1
ENSG00000231170	ENST00000411728		uc064fnt.1
ENSG00000137076	ENST00000486788		uc064sym.1
ENSG00000243649	ENST00000475617		uc063njp.1
ENSG00000250571	ENST00000522479		uc064qxd.1
ENSG00000228740	ENST00000439938		uc059gxv.1
ENSG00000228740	ENST00000663358		uc287yvx.1
ENSG00000137076	ENST00000495712		uc064syn.1
ENSG00000228740	ENST00000657653		uc287qme.1
ENSG00000166441	ENST00000314138	ENSP00000346015	uc001mgs.6
ENSG00000243649	ENST00000472581		uc063njq.1
ENSG00000022355	ENST00000023897	ENSP00000023897	uc010jiw.4
ENSG00000243649	ENST00000497841	ENSP00000513847	uc063nju.2
ENSG00000214254	ENST00000438334		uc286lcq.1
ENSG00000137076	ENST00000378192		uc064syo.1
ENSG00000200326	ENST00000363456		uc059gxy.1
ENSG00000022355	ENST00000635096	ENSP00000489033	uc284pxs.1
ENSG00000243649	ENST00000698636		uc316bsw.1
ENSG00000166441	ENST00000530022	ENSP00000432671	uc057ysp.1
ENSG00000165506	ENST00000406043	ENSP00000384862	uc001wwt.4
ENSG00000138668	ENST00000313899	ENSP00000313199	uc003hmm.3
ENSG00000166441	ENST00000526562	ENSP00000431565	uc057ysq.1
ENSG00000138668	ENST00000514325		uc062xse.1
ENSG00000166441	ENST00000525981	ENSP00000437118	uc057ysr.1
ENSG00000165506	ENST00000298292	ENSP00000298292	uc001wws.5
ENSG00000166441	ENST00000530913	ENSP00000433766	uc057yst.1
ENSG00000258450	ENST00000556657		uc059bfs.1
ENSG00000166441	ENST00000531102		uc057ysv.1
ENSG00000200983	ENST00000364113		uc001mgq.1
ENSG00000022355	ENST00000635916		uc285xti.2
ENSG00000212607	ENST00000391305		uc001mgr.1
ENSG00000254665	ENST00000529883		uc057ysy.1
ENSG00000100479	ENST00000554851		uc059bfu.1
ENSG00000250571	ENST00000521682	ENSP00000430292	uc064qxe.1
ENSG00000100479	ENST00000556937	ENSP00000514841	uc059bfv.1
ENSG00000022355	ENST00000428797	ENSP00000393097	uc010jix.5
ENSG00000138668	ENST00000353341	ENSP00000313327	uc003hmo.2
ENSG00000100479	ENST00000700174	ENSP00000514842	uc316dyc.1
ENSG00000138668	ENST00000703968	ENSP00000515593	uc316tmx.1
ENSG00000138668	ENST00000703969	ENSP00000515594	uc316tmy.1
ENSG00000138668	ENST00000703970	ENSP00000515595	uc316tmz.1
ENSG00000250571	ENST00000340042	ENSP00000345024	uc003yxx.5
ENSG00000250571	ENST00000344692	ENSP00000344727	uc064qxf.1
ENSG00000250571	ENST00000517468	ENSP00000429295	uc064qxg.1
ENSG00000250571	ENST00000523522	ENSP00000430987	uc064qxh.1
ENSG00000022355	ENST00000393943	ENSP00000377517	uc010jiy.6
ENSG00000250571	ENST00000520021	ENSP00000427881	uc064qxi.1
ENSG00000250571	ENST00000517530	ENSP00000429514	uc064qxj.1
ENSG00000001460	ENST00000468303		uc057dja.1
ENSG00000004799	ENST00000005178	ENSP00000005178	uc003uoa.5
ENSG00000179583	ENST00000570546		uc059qtl.1
ENSG00000250571	ENST00000522033		uc064qxk.1
ENSG00000001460	ENST00000497384		uc001bjf.4
ENSG00000250571	ENST00000523812		uc064qxl.1
ENSG00000138668	ENST00000514671	ENSP00000426446	uc062xsf.1
ENSG00000001460	ENST00000438866	ENSP00000416176	uc057djb.1
ENSG00000022355	ENST00000637044	ENSP00000490684	uc285xtb.1
ENSG00000180264	ENST00000706946	ENSP00000516666	uc316vlv.1
ENSG00000004799	ENST00000473796		uc064fnn.1
ENSG00000022355	ENST00000636340	ENSP00000490002	uc285xtc.1
ENSG00000180264	ENST00000696331	ENSP00000512565	uc315yno.1
ENSG00000001460	ENST00000435187	ENSP00000392225	uc057djc.1
ENSG00000004799	ENST00000468445		uc064fno.1
ENSG00000185730	ENST00000523891	ENSP00000428163	uc064qxs.1
ENSG00000004799	ENST00000498190		uc064fnp.1
ENSG00000001460	ENST00000483261		uc057djd.1
ENSG00000001460	ENST00000498488		uc057dje.1
ENSG00000138668	ENST00000352301	ENSP00000305860	uc003hmn.2
ENSG00000004799	ENST00000473301		uc064fnq.1
ENSG00000180264	ENST00000618308		uc286cfl.1
ENSG00000108387	ENST00000393086	ENSP00000376801	uc060hyt.1
ENSG00000001460	ENST00000483528		uc057djf.1
ENSG00000279067	ENST00000625023		uc064fob.1
ENSG00000001460	ENST00000475760		uc057djg.1
ENSG00000001460	ENST00000492753		uc057djh.1
ENSG00000022355	ENST00000437025	ENSP00000415441	uc003lyx.5
ENSG00000138668	ENST00000508119	ENSP00000515596	uc062xsg.2
ENSG00000022355	ENST00000519621	ENSP00000430435	uc284pxt.1
ENSG00000138668	ENST00000507010	ENSP00000421952	uc062xsj.2
ENSG00000022355	ENST00000636573	ENSP00000490320	uc285xtd.1
ENSG00000138668	ENST00000703971	ENSP00000515597	uc316tna.1
ENSG00000180264	ENST00000638707		uc286cfm.1
ENSG00000179583	ENST00000573309		uc059qtm.1
ENSG00000022355	ENST00000521339	ENSP00000430895	uc063jhp.2
ENSG00000140519	ENST00000560081	ENSP00000453588	uc059nba.1
ENSG00000138668	ENST00000703972	ENSP00000515598	uc316tnb.1
ENSG00000185730	ENST00000518575	ENSP00000427857	uc064qxu.1
ENSG00000022355	ENST00000637620		uc285xte.1
ENSG00000179583	ENST00000571186	ENSP00000459829	uc059qto.1
ENSG00000179583	ENST00000695878		uc315xwv.1
ENSG00000022355	ENST00000638159	ENSP00000490360	uc285xtf.1
ENSG00000138668	ENST00000503822	ENSP00000422615	uc062xsl.2
