Gene stable ID	Transcript stable ID	Protein stable ID
ENSG00000186318	ENST00000528053	ENSP00000431848
ENSG00000186318	ENST00000680681	ENSP00000505419
ENSG00000186318	ENST00000681714	
ENSG00000186318	ENST00000681753	
ENSG00000186318	ENST00000510915	ENSP00000475171
ENSG00000186318	ENST00000510630	ENSP00000422461
ENSG00000186318	ENST00000514464	ENSP00000505118
ENSG00000186318	ENST00000428381	ENSP00000402228
ENSG00000186318	ENST00000445823	ENSP00000403685
ENSG00000186318	ENST00000513780	ENSP00000424536
ENSG00000186318	ENST00000509916	
ENSG00000186318	ENST00000530824	
ENSG00000166924	ENST00000300179	ENSP00000300179
ENSG00000166924	ENST00000454988	ENSP00000394424
ENSG00000166924	ENST00000496985	
ENSG00000166924	ENST00000489641	
ENSG00000161298	ENST00000423582	ENSP00000389722
ENSG00000161298	ENST00000460384	
ENSG00000161298	ENST00000460670	ENSP00000467675
ENSG00000161298	ENST00000292928	ENSP00000292928
ENSG00000161298	ENST00000463910	
ENSG00000161298	ENST00000439428	ENSP00000407593
ENSG00000161298	ENST00000435416	ENSP00000410113
ENSG00000161298	ENST00000590785	ENSP00000465485
ENSG00000161298	ENST00000585467	
ENSG00000258649	ENST00000555655	
ENSG00000258649	ENST00000685472	
ENSG00000258649	ENST00000687886	
ENSG00000258649	ENST00000689498	
ENSG00000258649	ENST00000693073	
ENSG00000258649	ENST00000693595	
ENSG00000258649	ENST00000702013	
ENSG00000258649	ENST00000702131	
ENSG00000102901	ENST00000569862	
ENSG00000102901	ENST00000562787	ENSP00000457810
ENSG00000102901	ENST00000562513	ENSP00000461212
ENSG00000102901	ENST00000436104	
ENSG00000102901	ENST00000565157	
ENSG00000102901	ENST00000440851	ENSP00000400140
ENSG00000102901	ENST00000626059	ENSP00000487410
ENSG00000102901	ENST00000568495	
ENSG00000102901	ENST00000574569	
ENSG00000102901	ENST00000563885	
ENSG00000102901	ENST00000564817	ENSP00000457294
ENSG00000102901	ENST00000566758	ENSP00000457832
ENSG00000102901	ENST00000564128	
ENSG00000102901	ENST00000562947	
ENSG00000102901	ENST00000562462	ENSP00000455918
ENSG00000102901	ENST00000565713	ENSP00000457304
ENSG00000102901	ENST00000568069	ENSP00000456714
ENSG00000102901	ENST00000564538	
ENSG00000102901	ENST00000566067	ENSP00000454627
ENSG00000102901	ENST00000562338	ENSP00000455801
ENSG00000102901	ENST00000562483	
ENSG00000102901	ENST00000568564	
ENSG00000102901	ENST00000561593	ENSP00000454481
ENSG00000102901	ENST00000565114	ENSP00000455638
ENSG00000102901	ENST00000567985	ENSP00000460542
ENSG00000102901	ENST00000569094	
ENSG00000102901	ENST00000564346	
ENSG00000102901	ENST00000565385	
ENSG00000102901	ENST00000568652	
ENSG00000102901	ENST00000565132	
ENSG00000102901	ENST00000564144	
ENSG00000102901	ENST00000567482	
ENSG00000102901	ENST00000569019	
ENSG00000102901	ENST00000568765	
ENSG00000102901	ENST00000565436	
ENSG00000258743	ENST00000555798	
ENSG00000258743	ENST00000553760	
ENSG00000258743	ENST00000555150	
ENSG00000258743	ENST00000556970	
ENSG00000258743	ENST00000667773	
ENSG00000258743	ENST00000669510	
ENSG00000258743	ENST00000658091	
ENSG00000258743	ENST00000661658	
ENSG00000258743	ENST00000690424	
ENSG00000258743	ENST00000657900	
ENSG00000258743	ENST00000670297	
ENSG00000258743	ENST00000662642	
ENSG00000258743	ENST00000656622	
ENSG00000258743	ENST00000701740	
ENSG00000225807	ENST00000664644	
ENSG00000225807	ENST00000392471	
ENSG00000225807	ENST00000667487	
ENSG00000242101	ENST00000494042	
ENSG00000106351	ENST00000300176	ENSP00000300176
ENSG00000106351	ENST00000430857	ENSP00000394453
ENSG00000106351	ENST00000477022	
ENSG00000106351	ENST00000474713	
ENSG00000106351	ENST00000429987	ENSP00000388594
ENSG00000163825	ENST00000684260	ENSP00000507138
ENSG00000163825	ENST00000296142	ENSP00000296142
ENSG00000231137	ENST00000449536	
ENSG00000135002	ENST00000376736	ENSP00000365926
ENSG00000135002	ENST00000490113	ENSP00000417215
ENSG00000135002	ENST00000483155	
ENSG00000135002	ENST00000476087	
ENSG00000135002	ENST00000472900	
ENSG00000135002	ENST00000479197	
ENSG00000110925	ENST00000228515	ENSP00000228515
ENSG00000110925	ENST00000548206	ENSP00000447983
ENSG00000110925	ENST00000548981	ENSP00000447657
ENSG00000110925	ENST00000550533	
ENSG00000110925	ENST00000552899	ENSP00000447065
ENSG00000110925	ENST00000546935	ENSP00000449152
ENSG00000110925	ENST00000552680	
ENSG00000110925	ENST00000550461	
ENSG00000163827	ENST00000395905	ENSP00000379241
ENSG00000163827	ENST00000296144	ENSP00000296144
ENSG00000163827	ENST00000682605	ENSP00000507018
ENSG00000163827	ENST00000496388	
ENSG00000163827	ENST00000469912	
ENSG00000259065	ENST00000668116	
ENSG00000259065	ENST00000556194	
ENSG00000259065	ENST00000553470	
ENSG00000259065	ENST00000702221	
ENSG00000197020	ENST00000358296	ENSP00000351042
ENSG00000197020	ENST00000305570	ENSP00000445201
ENSG00000197020	ENST00000594401	ENSP00000471371
ENSG00000197020	ENST00000598026	ENSP00000471057
ENSG00000197020	ENST00000596452	
ENSG00000259097	ENST00000555776	
ENSG00000259097	ENST00000663808	
ENSG00000259097	ENST00000702227	
ENSG00000187621	ENST00000357168	
ENSG00000187621	ENST00000460130	
ENSG00000187621	ENST00000483087	
ENSG00000187621	ENST00000459662	
ENSG00000187621	ENST00000484207	
ENSG00000187621	ENST00000467865	
ENSG00000187621	ENST00000352367	
ENSG00000187621	ENST00000497248	
ENSG00000187621	ENST00000486671	
ENSG00000187621	ENST00000465501	
ENSG00000187621	ENST00000495696	
ENSG00000187621	ENST00000619182	
ENSG00000187621	ENST00000702257	
ENSG00000234618	ENST00000418207	
ENSG00000285863	ENST00000650148	
ENSG00000233814	ENST00000448065	
ENSG00000226562	ENST00000433357	
ENSG00000226562	ENST00000657092	
ENSG00000226562	ENST00000671504	
ENSG00000226562	ENST00000659752	
ENSG00000226562	ENST00000602933	
ENSG00000226562	ENST00000664899	
ENSG00000226562	ENST00000669639	
ENSG00000226562	ENST00000703207	
ENSG00000226562	ENST00000432139	
ENSG00000226562	ENST00000658100	
ENSG00000166710	ENST00000695792	
ENSG00000166710	ENST00000559720	
ENSG00000166710	ENST00000561424	ENSP00000453191
ENSG00000166710	ENST00000559916	ENSP00000453350
ENSG00000166710	ENST00000349264	ENSP00000340858
ENSG00000166710	ENST00000648006	ENSP00000497910
ENSG00000166710	ENST00000557901	ENSP00000452861
ENSG00000166710	ENST00000559907	
ENSG00000166710	ENST00000560681	
ENSG00000166710	ENST00000561139	ENSP00000453186
ENSG00000166710	ENST00000560556	
ENSG00000166710	ENST00000623550	
ENSG00000244540	ENST00000469738	
ENSG00000278126	ENST00000620274	
ENSG00000279455	ENST00000624871	
ENSG00000007047	ENST00000587566	ENSP00000465414
ENSG00000007047	ENST00000262891	ENSP00000262891
ENSG00000007047	ENST00000300843	ENSP00000300843
ENSG00000007047	ENST00000592762	ENSP00000466702
ENSG00000007047	ENST00000590909	ENSP00000465613
ENSG00000007047	ENST00000588533	
ENSG00000007047	ENST00000588621	
ENSG00000007047	ENST00000592207	ENSP00000466843
ENSG00000007047	ENST00000590897	
ENSG00000256258	ENST00000542797	
ENSG00000205274	ENST00000379435	ENSP00000368747
ENSG00000256424	ENST00000537280	
ENSG00000106688	ENST00000262352	ENSP00000262352
ENSG00000106688	ENST00000490167	
ENSG00000106688	ENST00000422398	ENSP00000414620
ENSG00000287639	ENST00000654549	
ENSG00000212154	ENST00000390852	
ENSG00000249926	ENST00000508145	
ENSG00000243499	ENST00000497352	
ENSG00000253840	ENST00000519514	
ENSG00000061936	ENST00000540469	
ENSG00000061936	ENST00000538548	ENSP00000445832
ENSG00000061936	ENST00000261674	ENSP00000261674
ENSG00000061936	ENST00000535399	
ENSG00000061936	ENST00000535236	
ENSG00000061936	ENST00000541286	ENSP00000437738
ENSG00000061936	ENST00000542813	
ENSG00000061936	ENST00000535202	
ENSG00000061936	ENST00000537164	ENSP00000439957
ENSG00000061936	ENST00000539506	
ENSG00000061936	ENST00000537582	
ENSG00000254255	ENST00000521318	
ENSG00000288718	ENST00000684015	
ENSG00000184156	ENST00000388996	ENSP00000373648
ENSG00000184156	ENST00000639496	ENSP00000491165
ENSG00000184156	ENST00000521134	ENSP00000429799
ENSG00000184156	ENST00000519445	ENSP00000428790
ENSG00000184156	ENST00000519589	
ENSG00000184156	ENST00000638588	ENSP00000491940
ENSG00000184156	ENST00000639358	ENSP00000492691
ENSG00000247556	ENST00000500949	
ENSG00000247556	ENST00000707007	
ENSG00000247556	ENST00000558457	
ENSG00000247556	ENST00000707002	
ENSG00000247556	ENST00000557993	
ENSG00000247556	ENST00000501665	
ENSG00000247556	ENST00000707025	
ENSG00000247556	ENST00000707056	
ENSG00000247556	ENST00000707014	
ENSG00000247556	ENST00000561275	
ENSG00000247556	ENST00000707005	
ENSG00000247556	ENST00000561226	
ENSG00000247556	ENST00000707026	
ENSG00000247556	ENST00000707034	
ENSG00000247556	ENST00000707009	
ENSG00000247556	ENST00000707004	
ENSG00000247556	ENST00000707017	
ENSG00000247556	ENST00000707035	
ENSG00000247556	ENST00000707015	
ENSG00000247556	ENST00000560706	
ENSG00000247556	ENST00000707010	
ENSG00000247556	ENST00000558945	
ENSG00000247556	ENST00000707013	
ENSG00000247556	ENST00000707036	
ENSG00000247556	ENST00000707028	
ENSG00000247556	ENST00000707003	
ENSG00000247556	ENST00000707037	
ENSG00000247556	ENST00000707011	
ENSG00000247556	ENST00000707038	
ENSG00000247556	ENST00000707046	
ENSG00000247556	ENST00000707047	
ENSG00000247556	ENST00000707039	
ENSG00000247556	ENST00000707057	
ENSG00000247556	ENST00000707058	
ENSG00000247556	ENST00000707027	
ENSG00000247556	ENST00000707048	
ENSG00000247556	ENST00000559368	
ENSG00000247556	ENST00000707049	
ENSG00000247556	ENST00000707040	
ENSG00000247556	ENST00000560545	
ENSG00000247556	ENST00000707041	
ENSG00000247556	ENST00000706990	
ENSG00000247556	ENST00000707016	
ENSG00000247556	ENST00000707029	
ENSG00000247556	ENST00000707042	
ENSG00000247556	ENST00000707030	
ENSG00000247556	ENST00000707006	
ENSG00000247556	ENST00000707018	
ENSG00000247556	ENST00000707019	
ENSG00000247556	ENST00000707020	
ENSG00000247556	ENST00000707021	
ENSG00000247556	ENST00000707031	
ENSG00000247556	ENST00000707012	
ENSG00000247556	ENST00000707043	
ENSG00000247556	ENST00000707022	
ENSG00000247556	ENST00000707050	
ENSG00000247556	ENST00000707044	
ENSG00000247556	ENST00000706991	
ENSG00000247556	ENST00000707051	
ENSG00000247556	ENST00000707052	
ENSG00000247556	ENST00000707032	
ENSG00000247556	ENST00000707008	
ENSG00000247556	ENST00000707045	
ENSG00000247556	ENST00000707053	
ENSG00000247556	ENST00000707054	
ENSG00000247556	ENST00000707059	
ENSG00000247556	ENST00000706992	
ENSG00000247556	ENST00000707023	
ENSG00000247556	ENST00000707024	
ENSG00000247556	ENST00000707055	
ENSG00000247556	ENST00000706993	
ENSG00000247556	ENST00000707061	
ENSG00000184414	ENST00000223076	
ENSG00000205307	ENST00000538735	ENSP00000442339
ENSG00000205307	ENST00000622764	ENSP00000481773
ENSG00000205307	ENST00000614631	ENSP00000481351
ENSG00000205307	ENST00000611464	
ENSG00000163703	ENST00000683279	
ENSG00000163703	ENST00000684493	ENSP00000507127
ENSG00000163703	ENST00000683239	
ENSG00000163703	ENST00000673935	ENSP00000500961
ENSG00000163703	ENST00000683232	ENSP00000506842
ENSG00000163703	ENST00000682403	ENSP00000507865
ENSG00000163703	ENST00000673737	ENSP00000501208
ENSG00000163703	ENST00000683547	ENSP00000507258
ENSG00000163703	ENST00000683316	ENSP00000507076
ENSG00000163703	ENST00000683970	ENSP00000507906
ENSG00000163703	ENST00000683083	
ENSG00000163703	ENST00000684181	ENSP00000507522
ENSG00000163703	ENST00000683189	ENSP00000508018
ENSG00000163703	ENST00000683888	
ENSG00000163703	ENST00000467713	
ENSG00000163703	ENST00000682798	
ENSG00000163703	ENST00000383811	ENSP00000373322
ENSG00000163703	ENST00000452070	ENSP00000393643
ENSG00000163703	ENST00000674057	ENSP00000501128
ENSG00000163703	ENST00000683603	ENSP00000508016
ENSG00000163703	ENST00000682120	
ENSG00000163703	ENST00000682642	ENSP00000507251
ENSG00000163703	ENST00000602411	
ENSG00000163703	ENST00000684659	ENSP00000508386
ENSG00000163703	ENST00000465716	
ENSG00000163703	ENST00000684648	ENSP00000507931
ENSG00000163703	ENST00000683127	ENSP00000506906
ENSG00000163703	ENST00000684291	ENSP00000506927
ENSG00000163703	ENST00000491527	ENSP00000508342
ENSG00000163703	ENST00000674067	ENSP00000501009
ENSG00000163703	ENST00000682907	ENSP00000508209
ENSG00000163703	ENST00000682906	ENSP00000507674
ENSG00000163703	ENST00000683891	ENSP00000506972
ENSG00000163703	ENST00000684243	ENSP00000506959
ENSG00000163703	ENST00000684629	ENSP00000506879
ENSG00000163703	ENST00000682200	ENSP00000508321
ENSG00000163703	ENST00000682318	ENSP00000507946
ENSG00000163703	ENST00000326434	ENSP00000321856
ENSG00000163703	ENST00000682790	ENSP00000507904
ENSG00000163703	ENST00000682783	ENSP00000508358
ENSG00000163703	ENST00000683835	ENSP00000508148
ENSG00000163703	ENST00000682355	
ENSG00000163703	ENST00000682570	ENSP00000507973
ENSG00000163703	ENST00000684613	ENSP00000508218
ENSG00000163703	ENST00000683601	ENSP00000507737
ENSG00000163703	ENST00000682397	ENSP00000507177
ENSG00000163703	ENST00000683301	ENSP00000507718
ENSG00000163703	ENST00000682884	
ENSG00000163703	ENST00000683507	
ENSG00000163703	ENST00000683982	ENSP00000507437
ENSG00000163703	ENST00000683122	
ENSG00000163703	ENST00000682866	
ENSG00000163703	ENST00000414117	ENSP00000411021
ENSG00000163703	ENST00000683736	ENSP00000507761
ENSG00000163703	ENST00000684532	ENSP00000508212
ENSG00000163703	ENST00000673635	ENSP00000501186
ENSG00000163703	ENST00000682771	ENSP00000507114
ENSG00000163703	ENST00000683849	ENSP00000506901
ENSG00000163703	ENST00000397170	ENSP00000380355
ENSG00000163703	ENST00000684601	ENSP00000507886
ENSG00000163703	ENST00000673677	ENSP00000500985
ENSG00000163703	ENST00000684318	ENSP00000508180
ENSG00000163703	ENST00000682929	ENSP00000507930
ENSG00000163703	ENST00000684526	ENSP00000508163
ENSG00000163703	ENST00000684212	ENSP00000507565
ENSG00000163703	ENST00000683921	ENSP00000507395
ENSG00000163703	ENST00000489674	
ENSG00000163703	ENST00000683388	
ENSG00000163703	ENST00000684419	
ENSG00000163703	ENST00000682967	
ENSG00000163703	ENST00000683467	
ENSG00000163703	ENST00000435417	ENSP00000406556
ENSG00000163703	ENST00000682372	
ENSG00000163703	ENST00000482691	
ENSG00000274272	ENST00000485071	
ENSG00000246084	ENST00000554862	
ENSG00000246084	ENST00000554260	
ENSG00000246084	ENST00000499910	
ENSG00000246084	ENST00000653473	
ENSG00000246084	ENST00000663980	
ENSG00000246084	ENST00000668398	
ENSG00000246084	ENST00000671156	
ENSG00000246084	ENST00000655920	
ENSG00000246084	ENST00000673994	
ENSG00000246084	ENST00000662988	
ENSG00000246084	ENST00000688997	
ENSG00000246084	ENST00000702344	
ENSG00000246084	ENST00000702356	
ENSG00000250015	ENST00000507813	
ENSG00000181867	ENST00000321339	ENSP00000313691
ENSG00000170091	ENST00000303177	ENSP00000307722
ENSG00000170091	ENST00000517902	
ENSG00000170091	ENST00000517587	ENSP00000427809
ENSG00000170091	ENST00000519867	ENSP00000429689
ENSG00000170091	ENST00000521585	ENSP00000429863
ENSG00000170091	ENST00000521278	ENSP00000430208
ENSG00000170091	ENST00000519717	ENSP00000431119
ENSG00000170091	ENST00000521959	
ENSG00000170091	ENST00000521146	
ENSG00000106336	ENST00000461079	ENSP00000419587
ENSG00000106336	ENST00000498195	
ENSG00000106336	ENST00000241071	ENSP00000241071
ENSG00000106336	ENST00000488079	ENSP00000418814
ENSG00000106336	ENST00000474649	
ENSG00000106336	ENST00000465843	ENSP00000419602
ENSG00000106336	ENST00000466053	ENSP00000417179
ENSG00000106336	ENST00000468962	ENSP00000420239
ENSG00000106336	ENST00000427939	ENSP00000416558
ENSG00000258526	ENST00000652126	
ENSG00000258526	ENST00000651829	
ENSG00000258526	ENST00000650949	
ENSG00000258526	ENST00000650911	
ENSG00000258526	ENST00000554328	
ENSG00000258526	ENST00000661572	
ENSG00000258526	ENST00000557197	
ENSG00000258526	ENST00000553464	
ENSG00000258526	ENST00000557101	
ENSG00000258526	ENST00000659455	
ENSG00000258526	ENST00000665100	
ENSG00000258526	ENST00000666503	
ENSG00000258526	ENST00000662464	
ENSG00000258526	ENST00000656325	
ENSG00000258526	ENST00000666800	
ENSG00000258526	ENST00000556620	
ENSG00000258526	ENST00000663500	
ENSG00000258526	ENST00000654145	
ENSG00000258526	ENST00000657790	
ENSG00000258526	ENST00000655630	
ENSG00000258526	ENST00000662828	
ENSG00000258526	ENST00000685977	
ENSG00000263558	ENST00000580539	
ENSG00000266537	ENST00000582158	
ENSG00000225893	ENST00000429407	
ENSG00000205808	ENST00000381883	ENSP00000371307
ENSG00000153982	ENST00000578026	ENSP00000462895
ENSG00000153982	ENST00000284116	ENSP00000284116
ENSG00000153982	ENST00000581140	ENSP00000463273
ENSG00000153982	ENST00000579020	ENSP00000463818
ENSG00000153982	ENST00000581276	ENSP00000464690
ENSG00000153982	ENST00000583543	
ENSG00000153982	ENST00000579076	ENSP00000464351
ENSG00000273061	ENST00000609131	
ENSG00000273061	ENST00000607997	
ENSG00000106993	ENST00000381858	ENSP00000371282
ENSG00000106993	ENST00000381854	ENSP00000371278
ENSG00000106993	ENST00000479095	
ENSG00000259070	ENST00000553932	
ENSG00000259070	ENST00000554732	
ENSG00000259070	ENST00000650718	
ENSG00000259070	ENST00000557440	
ENSG00000259070	ENST00000653832	
ENSG00000259070	ENST00000556116	
ENSG00000259070	ENST00000557019	
ENSG00000259070	ENST00000670844	
ENSG00000259070	ENST00000654295	
ENSG00000259070	ENST00000668589	
ENSG00000259070	ENST00000671669	
ENSG00000259070	ENST00000655593	
ENSG00000259070	ENST00000658492	
ENSG00000259070	ENST00000670347	
ENSG00000259070	ENST00000669541	
ENSG00000259070	ENST00000701548	
ENSG00000259070	ENST00000702408	
ENSG00000253521	ENST00000648355	
ENSG00000253521	ENST00000520457	
ENSG00000270382	ENST00000605188	
ENSG00000104432	ENST00000523959	
ENSG00000104432	ENST00000519833	
ENSG00000104432	ENST00000263851	ENSP00000263851
ENSG00000104432	ENST00000379113	ENSP00000368408
ENSG00000104432	ENST00000541183	ENSP00000438922
ENSG00000104432	ENST00000518982	ENSP00000430272
ENSG00000104432	ENST00000520215	ENSP00000428364
ENSG00000104432	ENST00000520269	ENSP00000427750
ENSG00000104432	ENST00000520317	ENSP00000427800
ENSG00000104432	ENST00000521323	
ENSG00000096092	ENST00000211314	ENSP00000211314
ENSG00000243872	ENST00000492743	
ENSG00000147853	ENST00000381809	ENSP00000371230
ENSG00000147853	ENST00000611749	ENSP00000482308
ENSG00000147853	ENST00000359883	ENSP00000352948
ENSG00000147853	ENST00000447596	ENSP00000413933
ENSG00000162817	ENST00000294889	ENSP00000294889
ENSG00000220377	ENST00000404253	
ENSG00000271227	ENST00000603072	
ENSG00000237674	ENST00000438425	
ENSG00000244067	ENST00000493422	ENSP00000420168
ENSG00000186994	ENST00000330915	ENSP00000328923
ENSG00000186994	ENST00000593649	ENSP00000470728
ENSG00000186994	ENST00000595639	ENSP00000470585
ENSG00000186994	ENST00000593331	
ENSG00000117593	ENST00000648960	ENSP00000497091
ENSG00000117593	ENST00000648807	ENSP00000497472
ENSG00000117593	ENST00000647788	ENSP00000497769
ENSG00000117593	ENST00000649067	ENSP00000497052
ENSG00000117593	ENST00000647730	ENSP00000497781
ENSG00000117593	ENST00000649689	ENSP00000497569
ENSG00000117593	ENST00000648271	ENSP00000497795
ENSG00000117593	ENST00000647645	ENSP00000497450
ENSG00000117593	ENST00000471476	ENSP00000497663
ENSG00000117593	ENST00000648055	
ENSG00000117593	ENST00000650297	
ENSG00000117593	ENST00000648458	ENSP00000497874
ENSG00000117593	ENST00000649106	ENSP00000497942
ENSG00000258733	ENST00000557195	
ENSG00000258733	ENST00000553668	
ENSG00000258733	ENST00000554647	
ENSG00000258733	ENST00000654590	
ENSG00000258733	ENST00000654941	
ENSG00000258733	ENST00000663635	
ENSG00000258733	ENST00000668922	
ENSG00000258733	ENST00000671341	
ENSG00000258733	ENST00000668344	
ENSG00000258733	ENST00000665938	
ENSG00000258733	ENST00000659242	
ENSG00000258733	ENST00000667571	
ENSG00000258733	ENST00000655493	
ENSG00000217228	ENST00000402398	
ENSG00000230845	ENST00000412182	
ENSG00000197442	ENST00000359015	ENSP00000351908
ENSG00000197442	ENST00000698928	ENSP00000514039
ENSG00000197442	ENST00000463140	
ENSG00000248400	ENST00000508958	
ENSG00000235706	ENST00000692703	
ENSG00000235706	ENST00000554631	
ENSG00000235706	ENST00000671073	
ENSG00000235706	ENST00000435343	
ENSG00000235706	ENST00000439819	
ENSG00000235706	ENST00000654147	
ENSG00000235706	ENST00000693197	
ENSG00000235706	ENST00000661445	
ENSG00000235706	ENST00000439999	
ENSG00000271063	ENST00000603780	
ENSG00000175155	ENST00000312655	ENSP00000312272
ENSG00000175155	ENST00000581865	
ENSG00000175155	ENST00000582192	
ENSG00000175155	ENST00000585166	ENSP00000464285
ENSG00000175155	ENST00000672916	ENSP00000500006
ENSG00000175155	ENST00000582813	
ENSG00000289137	ENST00000686805	
ENSG00000289137	ENST00000691613	
ENSG00000289137	ENST00000692131	
ENSG00000247092	ENST00000663212	
ENSG00000247092	ENST00000671157	
ENSG00000247092	ENST00000654925	
ENSG00000247092	ENST00000500370	
ENSG00000247092	ENST00000554169	
ENSG00000247092	ENST00000555866	
ENSG00000247092	ENST00000553559	
ENSG00000247092	ENST00000667310	
ENSG00000247092	ENST00000660378	
ENSG00000247092	ENST00000667668	
ENSG00000247092	ENST00000658932	
ENSG00000247092	ENST00000685307	
ENSG00000113580	ENST00000394464	ENSP00000377977
ENSG00000113580	ENST00000415690	ENSP00000387672
ENSG00000113580	ENST00000504572	ENSP00000422518
ENSG00000113580	ENST00000394466	ENSP00000377979
ENSG00000113580	ENST00000231509	ENSP00000231509
ENSG00000113580	ENST00000652686	ENSP00000498663
ENSG00000113580	ENST00000503201	ENSP00000427672
ENSG00000113580	ENST00000504336	
ENSG00000113580	ENST00000510170	ENSP00000424747
ENSG00000113580	ENST00000508760	ENSP00000425313
ENSG00000113580	ENST00000502892	ENSP00000420856
ENSG00000113580	ENST00000514699	ENSP00000426478
ENSG00000113580	ENST00000502500	ENSP00000425374
ENSG00000113580	ENST00000505058	
ENSG00000113580	ENST00000503701	
ENSG00000113580	ENST00000343796	ENSP00000343205
ENSG00000113580	ENST00000424646	ENSP00000405282
ENSG00000255933	ENST00000537032	
ENSG00000200516	ENST00000363646	
ENSG00000285744	ENST00000649603	
ENSG00000200483	ENST00000363613	
ENSG00000283267	ENST00000637645	ENSP00000490466
ENSG00000283267	ENST00000692316	ENSP00000509180
ENSG00000256955	ENST00000542763	
ENSG00000253457	ENST00000517349	ENSP00000428858
ENSG00000177169	ENST00000321867	ENSP00000324560
ENSG00000177169	ENST00000537421	
ENSG00000177169	ENST00000542313	
ENSG00000177169	ENST00000541761	
ENSG00000177169	ENST00000540647	
ENSG00000177169	ENST00000544718	
ENSG00000177169	ENST00000540568	
ENSG00000284292	ENST00000638617	ENSP00000491073
ENSG00000284292	ENST00000441989	ENSP00000412879
ENSG00000274015	ENST00000665010	
ENSG00000274015	ENST00000668431	
ENSG00000274015	ENST00000620835	
ENSG00000274015	ENST00000656655	
ENSG00000274015	ENST00000686344	
ENSG00000289111	ENST00000693632	
ENSG00000270778	ENST00000603541	
ENSG00000289180	ENST00000690730	
ENSG00000289180	ENST00000702071	
ENSG00000289180	ENST00000702113	
ENSG00000289180	ENST00000702533	
ENSG00000180745	ENST00000368671	ENSP00000357660
ENSG00000241685	ENST00000262942	ENSP00000262942
ENSG00000241685	ENST00000432786	ENSP00000408711
ENSG00000241685	ENST00000471960	
ENSG00000241685	ENST00000463009	
ENSG00000241685	ENST00000477240	
ENSG00000157168	ENST00000519301	ENSP00000429582
ENSG00000157168	ENST00000652698	ENSP00000499008
ENSG00000157168	ENST00000651149	ENSP00000498375
ENSG00000157168	ENST00000650866	ENSP00000499045
ENSG00000157168	ENST00000650856	ENSP00000498216
ENSG00000157168	ENST00000520407	ENSP00000434640
ENSG00000157168	ENST00000523534	ENSP00000429067
ENSG00000157168	ENST00000651335	ENSP00000499047
ENSG00000157168	ENST00000517967	
ENSG00000157168	ENST00000523320	
ENSG00000157168	ENST00000631040	
ENSG00000157168	ENST00000523079	ENSP00000430120
ENSG00000157168	ENST00000650919	ENSP00000498811
ENSG00000157168	ENST00000356819	ENSP00000349275
ENSG00000157168	ENST00000651807	
ENSG00000157168	ENST00000405005	ENSP00000384620
ENSG00000157168	ENST00000650967	ENSP00000498833
ENSG00000157168	ENST00000652588	ENSP00000498367
ENSG00000157168	ENST00000521670	ENSP00000428828
ENSG00000157168	ENST00000287842	ENSP00000287842
ENSG00000157168	ENST00000650980	ENSP00000498583
ENSG00000157168	ENST00000651175	
ENSG00000157168	ENST00000650964	
ENSG00000157168	ENST00000518206	ENSP00000432052
ENSG00000157168	ENST00000522569	ENSP00000500194
ENSG00000157168	ENST00000652592	ENSP00000498646
ENSG00000157168	ENST00000651333	ENSP00000498590
ENSG00000157168	ENST00000520502	ENSP00000433289
ENSG00000157168	ENST00000523041	ENSP00000433350
ENSG00000157168	ENST00000650819	ENSP00000498946
ENSG00000157168	ENST00000651696	ENSP00000498690
ENSG00000157168	ENST00000518084	ENSP00000428546
ENSG00000157168	ENST00000522402	ENSP00000430862
ENSG00000157168	ENST00000519240	ENSP00000428411
ENSG00000157168	ENST00000523681	
ENSG00000258603	ENST00000664243	
ENSG00000258603	ENST00000555011	
ENSG00000258603	ENST00000617980	
ENSG00000289598	ENST00000687872	
ENSG00000289598	ENST00000702561	
ENSG00000258892	ENST00000553946	
ENSG00000258485	ENST00000553832	
ENSG00000278863	ENST00000623355	
ENSG00000263857	ENST00000584140	
ENSG00000266002	ENST00000585190	
ENSG00000126814	ENST00000261249	ENSP00000261249
ENSG00000126814	ENST00000553903	ENSP00000452567
ENSG00000126814	ENST00000555420	ENSP00000451666
ENSG00000200889	ENST00000364019	
ENSG00000132334	ENST00000254667	ENSP00000254667
ENSG00000132334	ENST00000442830	ENSP00000410540
ENSG00000132334	ENST00000471218	ENSP00000474102
ENSG00000132334	ENST00000455661	ENSP00000416939
ENSG00000132334	ENST00000467366	ENSP00000474830
ENSG00000132334	ENST00000306042	ENSP00000303350
ENSG00000132334	ENST00000487428	
ENSG00000132334	ENST00000495530	ENSP00000475063
ENSG00000132334	ENST00000479896	ENSP00000473761
ENSG00000132334	ENST00000492479	
ENSG00000132334	ENST00000463727	
ENSG00000161955	ENST00000483039	ENSP00000464998
ENSG00000161955	ENST00000380535	ENSP00000369908
ENSG00000161955	ENST00000396542	ENSP00000379792
ENSG00000161955	ENST00000438470	ENSP00000390771
ENSG00000161955	ENST00000436057	ENSP00000410094
ENSG00000161955	ENST00000349228	ENSP00000314455
ENSG00000161955	ENST00000338784	ENSP00000343505
ENSG00000161955	ENST00000625791	ENSP00000486052
ENSG00000161955	ENST00000396545	ENSP00000379794
ENSG00000287759	ENST00000655730	
ENSG00000287759	ENST00000663238	
ENSG00000204514	ENST00000597652	
ENSG00000204514	ENST00000596604	ENSP00000470328
